expense_id,expense_date,category,amount,payment_method,description,month,month_num,year,weekday
2281,2025-02-04,Travel,799.0,Cash,,2025-02,2,2025,Tuesday
2282,2025-09-15,Rent,1480.0,UPI,,2025-09,9,2025,Monday
2283,2024-10-29,Travel,3996.0,UPI,,2024-10,10,2024,Tuesday
2284,2024-07-25,Shopping,1773.0,UPI,,2024-07,7,2024,Thursday
2285,2024-08-16,Travel,2827.0,Card,,2024-08,8,2024,Friday
2286,2025-07-31,Travel,3256.0,Card,,2025-07,7,2025,Thursday
2287,2024-03-15,Food,3488.0,UPI,,2024-03,3,2024,Friday
2288,2025-03-10,Travel,4407.0,UPI,,2025-03,3,2025,Monday
2289,2024-04-12,Food,483.0,Cash,,2024-04,4,2024,Friday
2290,2025-02-25,Bills,441.0,Cash,,2025-02,2,2025,Tuesday
2291,2025-12-04,Food,2087.0,Card,,2025-12,12,2025,Thursday
2292,2024-11-01,Shopping,4159.0,Card,,2024-11,11,2024,Friday
2293,2024-04-07,Food,3209.0,Cash,,2024-04,4,2024,Sunday
2294,2024-11-30,Bills,4182.0,UPI,,2024-11,11,2024,Saturday
2295,2025-03-10,Shopping,4615.0,Card,,2025-03,3,2025,Monday
2296,2025-03-22,Rent,2898.0,UPI,,2025-03,3,2025,Saturday
2297,2024-11-03,Rent,3340.0,Cash,,2024-11,11,2024,Sunday
2298,2024-09-05,Food,2088.0,Card,,2024-09,9,2024,Thursday
2299,2024-06-14,Food,3514.0,Card,,2024-06,6,2024,Friday
2300,2025-04-25,Bills,1949.0,Cash,,2025-04,4,2025,Friday
2301,2024-11-30,Bills,405.0,Card,,2024-11,11,2024,Saturday
2302,2025-06-25,Travel,3713.0,Cash,,2025-06,6,2025,Wednesday
2303,2024-04-15,Bills,2849.0,Card,,2024-04,4,2024,Monday
2304,2025-07-16,Travel,1235.0,Cash,,2025-07,7,2025,Wednesday
2305,2024-03-21,Shopping,305.0,Card,,2024-03,3,2024,Thursday
2306,2024-05-12,Food,4691.0,UPI,,2024-05,5,2024,Sunday
2307,2024-05-17,Shopping,3550.0,UPI,,2024-05,5,2024,Friday
2308,2024-07-02,Bills,3911.0,UPI,,2024-07,7,2024,Tuesday
2309,2025-02-04,Shopping,3722.0,Card,,2025-02,2,2025,Tuesday
2310,2024-11-25,Shopping,3699.0,Card,,2024-11,11,2024,Monday
2311,2025-05-22,Shopping,2651.0,UPI,,2025-05,5,2025,Thursday
2312,2024-03-09,Bills,4408.0,UPI,,2024-03,3,2024,Saturday
2313,2025-06-29,Shopping,409.0,Cash,,2025-06,6,2025,Sunday
2314,2024-02-22,Travel,2808.0,Cash,,2024-02,2,2024,Thursday
2315,2025-03-25,Bills,2091.0,Cash,,2025-03,3,2025,Tuesday
2316,2024-07-23,Shopping,371.0,UPI,,2024-07,7,2024,Tuesday
2317,2024-05-05,Bills,3742.0,UPI,,2024-05,5,2024,Sunday
2318,2024-02-12,Rent,4186.0,UPI,,2024-02,2,2024,Monday
2319,2024-04-20,Travel,1922.0,Cash,,2024-04,4,2024,Saturday
2320,2025-10-24,Shopping,3373.0,Card,,2025-10,10,2025,Friday
2321,2024-07-01,Rent,4638.0,UPI,,2024-07,7,2024,Monday
2322,2024-04-04,Rent,4449.0,Card,,2024-04,4,2024,Thursday
2323,2025-01-08,Bills,620.0,Card,,2025-01,1,2025,Wednesday
2324,2025-06-03,Rent,1076.0,Card,,2025-06,6,2025,Tuesday
2325,2024-12-25,Travel,3822.0,Cash,,2024-12,12,2024,Wednesday
2326,2025-11-26,Travel,3651.0,Card,,2025-11,11,2025,Wednesday
2327,2024-10-07,Food,4205.0,UPI,,2024-10,10,2024,Monday
2328,2024-07-13,Travel,2873.0,Cash,,2024-07,7,2024,Saturday
2329,2024-07-13,Rent,2652.0,UPI,,2024-07,7,2024,Saturday
2330,2025-10-28,Travel,2932.0,UPI,,2025-10,10,2025,Tuesday
2331,2024-04-02,Bills,4007.0,Cash,,2024-04,4,2024,Tuesday
2332,2025-11-02,Food,252.0,UPI,,2025-11,11,2025,Sunday
2333,2024-03-01,Rent,3064.0,UPI,,2024-03,3,2024,Friday
2334,2025-09-25,Food,3016.0,Cash,,2025-09,9,2025,Thursday
2335,2024-02-20,Rent,2900.0,UPI,,2024-02,2,2024,Tuesday
2336,2025-02-06,Bills,1852.0,Card,,2025-02,2,2025,Thursday
2337,2024-01-05,Food,2710.0,UPI,,2024-01,1,2024,Friday
2338,2025-04-10,Shopping,3975.0,Card,,2025-04,4,2025,Thursday
2339,2025-08-26,Rent,1204.0,UPI,,2025-08,8,2025,Tuesday
2340,2025-11-12,Shopping,2636.0,Cash,,2025-11,11,2025,Wednesday
2341,2025-06-17,Food,4299.0,Cash,,2025-06,6,2025,Tuesday
2342,2025-02-08,Shopping,3954.0,UPI,,2025-02,2,2025,Saturday
2343,2025-05-27,Shopping,3594.0,Cash,,2025-05,5,2025,Tuesday
2344,2025-10-06,Food,2014.0,UPI,,2025-10,10,2025,Monday
2345,2024-08-20,Bills,3172.0,Cash,,2024-08,8,2024,Tuesday
2346,2025-06-07,Shopping,1106.0,Card,,2025-06,6,2025,Saturday
2347,2024-12-11,Shopping,506.0,UPI,,2024-12,12,2024,Wednesday
2348,2024-02-15,Bills,266.0,Card,,2024-02,2,2024,Thursday
2349,2025-06-29,Shopping,608.0,Card,,2025-06,6,2025,Sunday
2350,2024-03-18,Shopping,1761.0,UPI,,2024-03,3,2024,Monday
2351,2025-12-30,Shopping,3764.0,Card,,2025-12,12,2025,Tuesday
2352,2024-03-13,Travel,3589.0,UPI,,2024-03,3,2024,Wednesday
2353,2024-09-05,Bills,4958.0,Card,,2024-09,9,2024,Thursday
2354,2024-02-16,Shopping,780.0,UPI,,2024-02,2,2024,Friday
2355,2024-04-30,Bills,2624.0,UPI,,2024-04,4,2024,Tuesday
2356,2024-08-01,Rent,2220.0,Cash,,2024-08,8,2024,Thursday
2357,2024-08-26,Rent,4777.0,UPI,,2024-08,8,2024,Monday
2358,2024-02-25,Shopping,4457.0,UPI,,2024-02,2,2024,Sunday
2359,2024-12-15,Bills,1463.0,Card,,2024-12,12,2024,Sunday
2360,2024-04-16,Bills,1431.0,UPI,,2024-04,4,2024,Tuesday
2361,2024-02-17,Bills,2392.0,Cash,,2024-02,2,2024,Saturday
2362,2025-07-26,Travel,1638.0,Card,,2025-07,7,2025,Saturday
2363,2024-12-02,Rent,3508.0,Card,,2024-12,12,2024,Monday
2364,2024-01-26,Bills,660.0,Cash,,2024-01,1,2024,Friday
2365,2024-09-13,Bills,1199.0,Card,,2024-09,9,2024,Friday
2366,2024-01-08,Travel,2003.0,Card,,2024-01,1,2024,Monday
2367,2025-09-16,Travel,274.0,Card,,2025-09,9,2025,Tuesday
2368,2024-09-09,Bills,2256.0,Card,,2024-09,9,2024,Monday
2369,2025-11-22,Food,2330.0,Cash,,2025-11,11,2025,Saturday
2370,2025-12-19,Bills,4387.0,Cash,,2025-12,12,2025,Friday
2371,2024-10-29,Bills,4260.0,Card,,2024-10,10,2024,Tuesday
2372,2025-09-30,Travel,4020.0,Card,,2025-09,9,2025,Tuesday
2373,2024-02-25,Travel,1597.0,Cash,,2024-02,2,2024,Sunday
2374,2025-12-26,Bills,3954.0,Cash,,2025-12,12,2025,Friday
2375,2025-06-09,Bills,3271.0,Cash,,2025-06,6,2025,Monday
2376,2025-04-18,Bills,1667.0,Card,,2025-04,4,2025,Friday
2377,2024-01-28,Travel,1251.0,Card,,2024-01,1,2024,Sunday
2378,2024-03-18,Bills,468.0,UPI,,2024-03,3,2024,Monday
2379,2024-08-03,Bills,142.0,Cash,,2024-08,8,2024,Saturday
2380,2025-01-20,Shopping,2007.0,Card,,2025-01,1,2025,Monday
2381,2024-12-30,Food,3590.0,Cash,,2024-12,12,2024,Monday
2382,2025-10-27,Rent,2635.0,Card,,2025-10,10,2025,Monday
2383,2025-06-09,Food,4273.0,Cash,,2025-06,6,2025,Monday
2384,2025-11-29,Shopping,2973.0,Card,,2025-11,11,2025,Saturday
2385,2024-11-07,Rent,1924.0,UPI,,2024-11,11,2024,Thursday
2386,2024-01-07,Bills,1393.0,UPI,,2024-01,1,2024,Sunday
2387,2024-01-03,Shopping,4869.0,Cash,,2024-01,1,2024,Wednesday
2388,2025-09-14,Bills,4896.0,Card,,2025-09,9,2025,Sunday
2389,2024-12-28,Travel,4954.0,Card,,2024-12,12,2024,Saturday
2390,2025-05-22,Shopping,3486.0,Cash,,2025-05,5,2025,Thursday
2391,2024-09-30,Travel,3072.0,Card,,2024-09,9,2024,Monday
2392,2025-05-20,Shopping,4022.0,Cash,,2025-05,5,2025,Tuesday
2393,2024-01-15,Shopping,1092.0,Card,,2024-01,1,2024,Monday
2394,2024-07-10,Travel,2486.0,Cash,,2024-07,7,2024,Wednesday
2395,2025-09-22,Rent,2340.0,Card,,2025-09,9,2025,Monday
2396,2025-04-29,Food,1576.0,Cash,,2025-04,4,2025,Tuesday
2397,2024-01-28,Bills,3507.0,Card,,2024-01,1,2024,Sunday
2398,2025-12-14,Shopping,489.0,UPI,,2025-12,12,2025,Sunday
2399,2024-02-08,Bills,1099.0,Card,,2024-02,2,2024,Thursday
2400,2024-09-29,Travel,4720.0,Cash,,2024-09,9,2024,Sunday
2401,2024-08-18,Bills,1955.0,UPI,,2024-08,8,2024,Sunday
2402,2024-03-26,Travel,758.0,Card,,2024-03,3,2024,Tuesday
2403,2025-04-18,Bills,2863.0,UPI,,2025-04,4,2025,Friday
2404,2024-05-05,Food,3763.0,Card,,2024-05,5,2024,Sunday
2405,2025-06-20,Food,1581.0,UPI,,2025-06,6,2025,Friday
2406,2024-05-24,Food,3831.0,Cash,,2024-05,5,2024,Friday
2407,2025-06-08,Food,551.0,Card,,2025-06,6,2025,Sunday
2408,2024-07-30,Food,2575.0,Card,,2024-07,7,2024,Tuesday
2409,2024-01-25,Food,3322.0,Cash,,2024-01,1,2024,Thursday
2410,2025-08-02,Travel,1637.0,UPI,,2025-08,8,2025,Saturday
2411,2025-01-28,Shopping,3193.0,Cash,,2025-01,1,2025,Tuesday
2412,2024-03-07,Bills,982.0,Cash,,2024-03,3,2024,Thursday
2413,2024-08-20,Food,4508.0,UPI,,2024-08,8,2024,Tuesday
2414,2024-04-18,Travel,4168.0,Cash,,2024-04,4,2024,Thursday
2415,2024-05-25,Travel,2666.0,Card,,2024-05,5,2024,Saturday
2416,2024-04-20,Travel,3377.0,Card,,2024-04,4,2024,Saturday
2417,2024-08-15,Shopping,474.0,Card,,2024-08,8,2024,Thursday
2418,2024-04-20,Bills,4646.0,Cash,,2024-04,4,2024,Saturday
2419,2025-04-14,Shopping,3797.0,Card,,2025-04,4,2025,Monday
2420,2024-02-03,Rent,3162.0,Card,,2024-02,2,2024,Saturday
2421,2025-09-14,Travel,4790.0,Card,,2025-09,9,2025,Sunday
2422,2025-01-03,Rent,3350.0,Card,,2025-01,1,2025,Friday
2423,2025-08-17,Food,4695.0,Card,,2025-08,8,2025,Sunday
2424,2025-07-07,Food,4659.0,Card,,2025-07,7,2025,Monday
2425,2025-02-28,Shopping,212.0,Cash,,2025-02,2,2025,Friday
2426,2025-09-04,Bills,3297.0,Card,,2025-09,9,2025,Thursday
2427,2025-06-01,Rent,2478.0,Card,,2025-06,6,2025,Sunday
2428,2025-11-22,Bills,2024.0,UPI,,2025-11,11,2025,Saturday
2429,2024-10-08,Shopping,239.0,Cash,,2024-10,10,2024,Tuesday
2430,2024-11-15,Food,1524.0,Cash,,2024-11,11,2024,Friday
2431,2025-03-18,Bills,3049.0,Cash,,2025-03,3,2025,Tuesday
2432,2024-11-10,Bills,3268.0,Cash,,2024-11,11,2024,Sunday
2433,2025-01-11,Food,616.0,Card,,2025-01,1,2025,Saturday
2434,2024-10-15,Rent,2716.0,Card,,2024-10,10,2024,Tuesday
2435,2025-03-12,Food,987.0,UPI,,2025-03,3,2025,Wednesday
2436,2025-10-23,Bills,3204.0,UPI,,2025-10,10,2025,Thursday
2437,2024-10-03,Rent,149.0,Cash,,2024-10,10,2024,Thursday
2438,2025-12-10,Rent,4051.0,UPI,,2025-12,12,2025,Wednesday
2439,2025-08-04,Food,3660.0,UPI,,2025-08,8,2025,Monday
2440,2025-05-17,Bills,118.0,Cash,,2025-05,5,2025,Saturday
2441,2025-09-15,Shopping,4921.0,Cash,,2025-09,9,2025,Monday
2442,2025-05-30,Bills,1573.0,UPI,,2025-05,5,2025,Friday
2443,2024-12-15,Travel,4161.0,Card,,2024-12,12,2024,Sunday
2444,2025-03-21,Shopping,2706.0,UPI,,2025-03,3,2025,Friday
2445,2024-12-15,Rent,551.0,UPI,,2024-12,12,2024,Sunday
2446,2025-08-29,Shopping,3865.0,Card,,2025-08,8,2025,Friday
2447,2025-10-25,Rent,2538.0,Card,,2025-10,10,2025,Saturday
2448,2024-05-16,Rent,4410.0,Cash,,2024-05,5,2024,Thursday
2449,2024-08-30,Shopping,1649.0,Cash,,2024-08,8,2024,Friday
2450,2025-06-26,Rent,3574.0,UPI,,2025-06,6,2025,Thursday
2451,2024-02-09,Rent,227.0,Card,,2024-02,2,2024,Friday
2452,2024-08-16,Travel,4955.0,Cash,,2024-08,8,2024,Friday
2453,2025-07-01,Bills,2861.0,UPI,,2025-07,7,2025,Tuesday
2454,2024-08-10,Bills,4556.0,Card,,2024-08,8,2024,Saturday
2455,2024-01-06,Travel,4764.0,UPI,,2024-01,1,2024,Saturday
2456,2024-11-17,Shopping,1515.0,Cash,,2024-11,11,2024,Sunday
2457,2025-04-12,Food,301.0,Cash,,2025-04,4,2025,Saturday
2458,2024-03-15,Food,2469.0,Card,,2024-03,3,2024,Friday
2459,2024-01-04,Food,617.0,UPI,,2024-01,1,2024,Thursday
2460,2025-10-07,Travel,1441.0,Card,,2025-10,10,2025,Tuesday
2461,2024-04-27,Travel,4876.0,Cash,,2024-04,4,2024,Saturday
2462,2025-08-28,Rent,2088.0,Cash,,2025-08,8,2025,Thursday
2463,2025-05-18,Food,3645.0,UPI,,2025-05,5,2025,Sunday
2464,2025-07-27,Shopping,4620.0,UPI,,2025-07,7,2025,Sunday
2465,2025-03-16,Shopping,3902.0,UPI,,2025-03,3,2025,Sunday
2466,2024-07-12,Food,3375.0,Card,,2024-07,7,2024,Friday
2467,2025-12-15,Food,3754.0,UPI,,2025-12,12,2025,Monday
2468,2025-01-26,Food,2534.0,UPI,,2025-01,1,2025,Sunday
2469,2024-01-26,Travel,4973.0,Cash,,2024-01,1,2024,Friday
2470,2025-03-10,Travel,307.0,Cash,,2025-03,3,2025,Monday
2471,2024-06-21,Travel,2733.0,UPI,,2024-06,6,2024,Friday
2472,2024-10-26,Bills,4217.0,UPI,,2024-10,10,2024,Saturday
2473,2025-10-06,Shopping,253.0,Cash,,2025-10,10,2025,Monday
2474,2024-11-21,Shopping,3466.0,UPI,,2024-11,11,2024,Thursday
2475,2025-02-13,Rent,4414.0,Card,,2025-02,2,2025,Thursday
2476,2024-04-27,Travel,4864.0,Card,,2024-04,4,2024,Saturday
2477,2025-12-24,Bills,1618.0,Card,,2025-12,12,2025,Wednesday
2478,2024-08-12,Bills,2700.0,UPI,,2024-08,8,2024,Monday
2479,2025-06-15,Shopping,2295.0,Cash,,2025-06,6,2025,Sunday
2480,2024-04-22,Travel,4598.0,UPI,,2024-04,4,2024,Monday
2481,2024-05-19,Rent,4791.0,UPI,,2024-05,5,2024,Sunday
2482,2025-07-12,Travel,3654.0,Cash,,2025-07,7,2025,Saturday
2483,2024-01-01,Food,2514.0,Cash,,2024-01,1,2024,Monday
2484,2024-03-30,Travel,2949.0,Cash,,2024-03,3,2024,Saturday
2485,2025-10-15,Food,1842.0,Card,,2025-10,10,2025,Wednesday
2486,2024-11-15,Food,1406.0,UPI,,2024-11,11,2024,Friday
2487,2025-07-03,Rent,3949.0,Cash,,2025-07,7,2025,Thursday
2488,2024-05-18,Shopping,4268.0,UPI,,2024-05,5,2024,Saturday
2489,2025-05-25,Travel,4676.0,Card,,2025-05,5,2025,Sunday
2490,2024-09-15,Food,4755.0,Card,,2024-09,9,2024,Sunday
2491,2025-11-03,Travel,4940.0,Cash,,2025-11,11,2025,Monday
2492,2025-11-20,Shopping,4295.0,Cash,,2025-11,11,2025,Thursday
2493,2024-01-10,Shopping,2655.0,UPI,,2024-01,1,2024,Wednesday
2494,2024-09-17,Bills,2405.0,Cash,,2024-09,9,2024,Tuesday
2495,2025-10-11,Shopping,4608.0,UPI,,2025-10,10,2025,Saturday
2496,2024-06-20,Rent,1188.0,Cash,,2024-06,6,2024,Thursday
2497,2024-01-13,Food,2742.0,UPI,,2024-01,1,2024,Saturday
2498,2024-06-16,Bills,1277.0,UPI,,2024-06,6,2024,Sunday
2499,2025-10-03,Rent,4857.0,UPI,,2025-10,10,2025,Friday
2500,2025-08-18,Travel,3094.0,UPI,,2025-08,8,2025,Monday
2501,2024-11-16,Food,659.0,Card,,2024-11,11,2024,Saturday
2502,2024-11-14,Shopping,3064.0,UPI,,2024-11,11,2024,Thursday
2503,2025-09-04,Food,1371.0,Cash,,2025-09,9,2025,Thursday
2504,2024-11-24,Travel,1913.0,Card,,2024-11,11,2024,Sunday
2505,2025-07-03,Bills,3015.0,Card,,2025-07,7,2025,Thursday
2506,2025-02-22,Bills,709.0,UPI,,2025-02,2,2025,Saturday
2507,2025-08-28,Bills,2561.0,Card,,2025-08,8,2025,Thursday
2508,2024-04-04,Shopping,4220.0,UPI,,2024-04,4,2024,Thursday
2509,2025-08-03,Rent,383.0,Cash,,2025-08,8,2025,Sunday
2510,2024-11-13,Rent,3028.0,UPI,,2024-11,11,2024,Wednesday
2511,2024-08-23,Food,4496.0,Card,,2024-08,8,2024,Friday
2512,2024-11-29,Shopping,1191.0,Cash,,2024-11,11,2024,Friday
2513,2025-01-10,Bills,916.0,UPI,,2025-01,1,2025,Friday
2514,2025-04-03,Bills,182.0,Cash,,2025-04,4,2025,Thursday
2515,2024-05-16,Travel,2020.0,Cash,,2024-05,5,2024,Thursday
2516,2025-08-10,Travel,3591.0,Card,,2025-08,8,2025,Sunday
2517,2025-06-30,Bills,3244.0,Cash,,2025-06,6,2025,Monday
2518,2025-05-27,Bills,2193.0,Card,,2025-05,5,2025,Tuesday
2519,2024-10-22,Shopping,4813.0,Cash,,2024-10,10,2024,Tuesday
2520,2024-11-15,Rent,275.0,UPI,,2024-11,11,2024,Friday
2521,2025-07-25,Travel,2804.0,Cash,,2025-07,7,2025,Friday
2522,2024-12-14,Rent,469.0,UPI,,2024-12,12,2024,Saturday
2523,2024-08-16,Shopping,1918.0,UPI,,2024-08,8,2024,Friday
2524,2024-09-26,Bills,2201.0,Cash,,2024-09,9,2024,Thursday
2525,2024-10-17,Rent,4885.0,UPI,,2024-10,10,2024,Thursday
2526,2025-12-25,Bills,3590.0,Cash,,2025-12,12,2025,Thursday
2527,2024-06-13,Bills,1879.0,Cash,,2024-06,6,2024,Thursday
2528,2024-01-05,Food,1464.0,UPI,,2024-01,1,2024,Friday
2529,2025-01-13,Rent,4562.0,UPI,,2025-01,1,2025,Monday
2530,2024-03-18,Rent,3442.0,Card,,2024-03,3,2024,Monday
2531,2025-02-13,Bills,4839.0,UPI,,2025-02,2,2025,Thursday
2532,2025-07-27,Shopping,3776.0,Card,,2025-07,7,2025,Sunday
2533,2024-05-11,Food,2526.0,UPI,,2024-05,5,2024,Saturday
2534,2025-08-23,Bills,172.0,Cash,,2025-08,8,2025,Saturday
2535,2024-02-11,Travel,3062.0,UPI,,2024-02,2,2024,Sunday
2536,2024-03-29,Travel,959.0,Cash,,2024-03,3,2024,Friday
2537,2025-02-05,Food,3956.0,Cash,,2025-02,2,2025,Wednesday
2538,2024-10-22,Shopping,4238.0,Cash,,2024-10,10,2024,Tuesday
2539,2024-10-21,Bills,2524.0,Card,,2024-10,10,2024,Monday
2540,2025-09-07,Rent,1164.0,UPI,,2025-09,9,2025,Sunday
2541,2025-06-09,Food,2317.0,Cash,,2025-06,6,2025,Monday
2542,2025-11-21,Shopping,4117.0,Cash,,2025-11,11,2025,Friday
2543,2025-09-28,Rent,2359.0,Card,,2025-09,9,2025,Sunday
2544,2025-02-25,Travel,3851.0,UPI,,2025-02,2,2025,Tuesday
2545,2024-01-23,Travel,2186.0,UPI,,2024-01,1,2024,Tuesday
2546,2025-07-28,Rent,468.0,Card,,2025-07,7,2025,Monday
2547,2024-05-22,Food,2904.0,Card,,2024-05,5,2024,Wednesday
2548,2025-10-26,Travel,250.0,UPI,,2025-10,10,2025,Sunday
2549,2024-05-24,Bills,1234.0,Card,,2024-05,5,2024,Friday
2550,2024-08-12,Rent,2884.0,UPI,,2024-08,8,2024,Monday
2551,2025-05-17,Rent,4264.0,UPI,,2025-05,5,2025,Saturday
2552,2025-09-07,Travel,2446.0,Cash,,2025-09,9,2025,Sunday
2553,2024-04-13,Food,4997.0,Cash,,2024-04,4,2024,Saturday
2554,2024-02-08,Bills,2350.0,UPI,,2024-02,2,2024,Thursday
2555,2024-07-16,Food,160.0,UPI,,2024-07,7,2024,Tuesday
2556,2025-10-07,Shopping,3110.0,UPI,,2025-10,10,2025,Tuesday
2557,2025-08-01,Shopping,4001.0,UPI,,2025-08,8,2025,Friday
2558,2025-01-25,Travel,1437.0,UPI,,2025-01,1,2025,Saturday
2559,2024-06-27,Travel,1284.0,UPI,,2024-06,6,2024,Thursday
2560,2025-07-07,Travel,4526.0,Card,,2025-07,7,2025,Monday
2561,2025-03-23,Shopping,1651.0,UPI,,2025-03,3,2025,Sunday
2562,2025-05-14,Food,4533.0,Card,,2025-05,5,2025,Wednesday
2563,2024-01-15,Food,1729.0,Card,,2024-01,1,2024,Monday
2564,2025-09-14,Travel,1427.0,UPI,,2025-09,9,2025,Sunday
2565,2025-10-30,Bills,1626.0,UPI,,2025-10,10,2025,Thursday
2566,2024-10-15,Food,1773.0,Card,,2024-10,10,2024,Tuesday
2567,2025-04-22,Shopping,1461.0,Card,,2025-04,4,2025,Tuesday
2568,2024-08-18,Rent,1673.0,UPI,,2024-08,8,2024,Sunday
2569,2025-02-23,Rent,2786.0,UPI,,2025-02,2,2025,Sunday
2570,2024-06-05,Rent,4470.0,Card,,2024-06,6,2024,Wednesday
2571,2025-07-03,Bills,2466.0,Card,,2025-07,7,2025,Thursday
2572,2025-03-16,Travel,3857.0,Card,,2025-03,3,2025,Sunday
2573,2024-04-06,Shopping,2534.0,Cash,,2024-04,4,2024,Saturday
2574,2025-02-14,Bills,2093.0,Card,,2025-02,2,2025,Friday
2575,2024-10-15,Shopping,969.0,Cash,,2024-10,10,2024,Tuesday
2576,2024-09-10,Shopping,1114.0,UPI,,2024-09,9,2024,Tuesday
2577,2024-07-14,Travel,2011.0,UPI,,2024-07,7,2024,Sunday
2578,2025-08-20,Rent,702.0,Card,,2025-08,8,2025,Wednesday
2579,2025-06-05,Travel,3921.0,UPI,,2025-06,6,2025,Thursday
2580,2025-05-31,Bills,790.0,UPI,,2025-05,5,2025,Saturday
2581,2025-09-26,Bills,593.0,UPI,,2025-09,9,2025,Friday
2582,2024-04-27,Bills,589.0,UPI,,2024-04,4,2024,Saturday
2583,2024-06-07,Travel,2656.0,Cash,,2024-06,6,2024,Friday
2584,2024-08-15,Shopping,4585.0,Cash,,2024-08,8,2024,Thursday
2585,2024-08-03,Shopping,394.0,Card,,2024-08,8,2024,Saturday
2586,2025-11-26,Food,4127.0,Card,,2025-11,11,2025,Wednesday
2587,2024-01-15,Bills,2943.0,Card,,2024-01,1,2024,Monday
2588,2024-06-05,Shopping,3012.0,UPI,,2024-06,6,2024,Wednesday
2589,2025-10-09,Food,1817.0,UPI,,2025-10,10,2025,Thursday
2590,2024-09-17,Shopping,2696.0,Cash,,2024-09,9,2024,Tuesday
2591,2024-06-05,Bills,4844.0,Cash,,2024-06,6,2024,Wednesday
2592,2024-02-16,Rent,1973.0,Card,,2024-02,2,2024,Friday
2593,2024-11-19,Bills,4763.0,Cash,,2024-11,11,2024,Tuesday
2594,2025-11-15,Travel,3358.0,Cash,,2025-11,11,2025,Saturday
2595,2024-05-09,Shopping,2917.0,Cash,,2024-05,5,2024,Thursday
2596,2025-02-14,Shopping,544.0,Cash,,2025-02,2,2025,Friday
2597,2024-04-04,Travel,3741.0,Cash,,2024-04,4,2024,Thursday
2598,2025-09-18,Travel,4558.0,Card,,2025-09,9,2025,Thursday
2599,2024-10-18,Rent,841.0,Card,,2024-10,10,2024,Friday
2600,2024-10-09,Shopping,2141.0,Cash,,2024-10,10,2024,Wednesday
2601,2024-03-09,Shopping,779.0,Card,,2024-03,3,2024,Saturday
2602,2025-10-21,Rent,2567.0,UPI,,2025-10,10,2025,Tuesday
2603,2024-01-11,Food,3797.0,Cash,,2024-01,1,2024,Thursday
2604,2024-09-10,Rent,1458.0,UPI,,2024-09,9,2024,Tuesday
2605,2025-07-03,Bills,162.0,Card,,2025-07,7,2025,Thursday
2606,2024-05-13,Shopping,2659.0,Card,,2024-05,5,2024,Monday
2607,2025-12-12,Travel,3869.0,UPI,,2025-12,12,2025,Friday
2608,2024-01-23,Bills,4451.0,Card,,2024-01,1,2024,Tuesday
2609,2024-12-11,Shopping,234.0,Cash,,2024-12,12,2024,Wednesday
2610,2024-10-28,Rent,3744.0,UPI,,2024-10,10,2024,Monday
2611,2024-12-28,Bills,2235.0,Cash,,2024-12,12,2024,Saturday
2612,2025-01-30,Shopping,3378.0,UPI,,2025-01,1,2025,Thursday
2613,2024-08-05,Food,922.0,Card,,2024-08,8,2024,Monday
2614,2024-05-20,Food,3174.0,UPI,,2024-05,5,2024,Monday
2615,2025-09-07,Travel,3081.0,UPI,,2025-09,9,2025,Sunday
2616,2024-07-28,Shopping,220.0,Cash,,2024-07,7,2024,Sunday
2617,2025-09-14,Food,1737.0,Card,,2025-09,9,2025,Sunday
2618,2025-09-07,Rent,1024.0,Cash,,2025-09,9,2025,Sunday
2619,2025-11-13,Shopping,744.0,Card,,2025-11,11,2025,Thursday
2620,2025-04-04,Rent,2132.0,Cash,,2025-04,4,2025,Friday
2621,2024-12-21,Rent,2861.0,UPI,,2024-12,12,2024,Saturday
2622,2024-11-19,Food,2168.0,Cash,,2024-11,11,2024,Tuesday
2623,2024-05-12,Shopping,341.0,Card,,2024-05,5,2024,Sunday
2624,2024-05-06,Bills,2768.0,Card,,2024-05,5,2024,Monday
2625,2024-04-15,Food,902.0,UPI,,2024-04,4,2024,Monday
2626,2025-08-26,Food,4264.0,Card,,2025-08,8,2025,Tuesday
2627,2025-01-12,Shopping,295.0,Cash,,2025-01,1,2025,Sunday
2628,2024-02-20,Shopping,2287.0,UPI,,2024-02,2,2024,Tuesday
2629,2024-01-29,Rent,3615.0,Card,,2024-01,1,2024,Monday
2630,2025-04-06,Shopping,2430.0,Card,,2025-04,4,2025,Sunday
2631,2024-10-22,Rent,2459.0,Cash,,2024-10,10,2024,Tuesday
2632,2024-10-23,Food,4941.0,Cash,,2024-10,10,2024,Wednesday
2633,2025-12-26,Travel,3706.0,UPI,,2025-12,12,2025,Friday
2634,2025-02-10,Bills,376.0,Card,,2025-02,2,2025,Monday
2635,2025-09-04,Food,160.0,Cash,,2025-09,9,2025,Thursday
2636,2025-02-08,Shopping,3490.0,UPI,,2025-02,2,2025,Saturday
2637,2024-12-11,Bills,2013.0,Card,,2024-12,12,2024,Wednesday
2638,2025-09-13,Travel,4027.0,Card,,2025-09,9,2025,Saturday
2639,2025-02-23,Travel,2691.0,UPI,,2025-02,2,2025,Sunday
2640,2024-06-30,Rent,666.0,UPI,,2024-06,6,2024,Sunday
2641,2024-01-01,Bills,4035.0,Cash,,2024-01,1,2024,Monday
2642,2025-07-20,Rent,1671.0,Card,,2025-07,7,2025,Sunday
2643,2025-01-05,Food,4817.0,Card,,2025-01,1,2025,Sunday
